"ep","cases_with_ep","support"
"TOWED/STORED VEHICLE -> 10851 VC AUTO THEFT LOCATE",149,0.245874587458746
"10851(A)VC TAKE VEH W/O OWNER -> 211 PC  ROBBERY UNSPECIFIED",147,0.242574257425743
"459 PC  BURGLARY RESIDENCE -> 459 PC  BURGLARY RESIDENCE",147,0.242574257425743
"TOWED/STORED VEH-14602.6 -> 10851(A)VC TAKE VEH W/O OWNER",145,0.239273927392739
"TOWED/STORED VEHICLE -> TRAFFIC-ACCIDENT-NON INJURY",145,0.239273927392739
"10851(A)VC TAKE VEH W/O OWNER -> 242 PC  BATTERY CIVILIAN",144,0.237623762376238
"10851(A)VC TAKE VEH W/O OWNER -> FOUND PROPERTY - I RPT",141,0.232673267326733
"459 PC  BURGLARY VEHICLE -> MISSING PERSON",141,0.232673267326733
"459 PC  BURGLARY VEHICLE -> TRAFFIC-ACCIDENT INJURY",141,0.232673267326733
"TOWED/STORED VEH-14602.6 -> TOWED/STORED VEH-14602.6",141,0.232673267326733
"10851(A)VC TAKE VEH W/O OWNER -> NON INJ HR/MAIL OUT REPORT",139,0.229372937293729
"TOWED/STORED VEHICLE -> TRAFFIC-ACCIDENT INJURY",139,0.229372937293729
"10851(A)VC TAKE VEH W/O OWNER -> 23152(A) VC DUI-ALCOHOL/DRUGS",138,0.227722772277228
"TOWED/STORED VEHICLE -> MISSING PERSON",136,0.224422442244224
"10851(A)VC TAKE VEH W/O OWNER -> 484 PC PETTY THEFT",135,0.222772277227723
"459 PC  BURGLARY VEHICLE -> 459 PC  BURGLARY BUSINESS",134,0.221122112211221
"459 PC  BURGLARY VEHICLE -> TRAFFIC-ACCIDENT-NON INJURY",132,0.217821782178218
"459 PC  BURGLARY VEHICLE -> 594(B)(2)(A) VANDALISM/ -$400",131,0.216171617161716
"10851(A)VC TAKE VEH W/O OWNER -> 245(A)(1)AWDW/NO FIREARM/CIVIL",130,0.214521452145215
"10851(A)VC TAKE VEH W/O OWNER -> 484 PC   PETTY THEFT/INSIDE",129,0.212871287128713
"10851(A)VC TAKE VEH W/O OWNER -> MISCELLANEOUS I RPT (ZMISC)",129,0.212871287128713
"459 PC  BURGLARY RESIDENCE -> MISSING PERSON",129,0.212871287128713
"10851(A)VC TAKE VEH W/O OWNER -> 11377(A)HS POSS AMPHETAMINES",128,0.211221122112211
"459 PC  BURGLARY RESIDENCE -> 594(B)(2)(A) VANDALISM/ -$400",128,0.211221122112211
"TOWED/STORED VEHICLE -> 594(B)(2)(A) VANDALISM/ -$400",127,0.20957095709571
"10851(A)VC TAKE VEH W/O OWNER -> 484 PETTY THEFT-SHOPLIFT",126,0.207920792079208
"459 PC  BURGLARY RESIDENCE -> 10851 VC AUTO THEFT LOCATE",126,0.207920792079208
"459 PC  BURGLARY RESIDENCE -> TRAFFIC-ACCIDENT INJURY",126,0.207920792079208
"459 PC  BURGLARY RESIDENCE -> TRAFFIC-ACCIDENT-NON INJURY",126,0.207920792079208
"TOWED/STORED VEHICLE -> 459 PC  BURGLARY BUSINESS",126,0.207920792079208
"459 PC  BURGLARY VEHICLE -> 10851 VC AUTO THEFT LOCATE",124,0.204620462046205
"10851(A)VC TAKE VEH W/O OWNER -> 243(E)1 BATTERY NONCOHAB SPOUS",123,0.202970297029703
"10851(A)VC TAKE VEH W/O OWNER -> LOST PROPERTY - I RPT",123,0.202970297029703
"TOWED/STORED VEH-14602.6 -> TRAFFIC-ACCIDENT INJURY",123,0.202970297029703
"TOWED/STORED VEH-14602.6 -> TRAFFIC-ACCIDENT-NON INJURY",122,0.201320132013201
"TOWED/STORED VEH-14602.6 -> 459 PC  BURGLARY RESIDENCE",121,0.1996699669967
"TOWED/STORED VEH-14602.6 -> 594(B)(2)(A) VANDALISM/ -$400",120,0.198019801980198
"TOWED/STORED VEHICLE -> 484 PC   PETTY THEFT/INSIDE",120,0.198019801980198
"459 PC  BURGLARY RESIDENCE -> 459 PC  BURGLARY BUSINESS",119,0.196369636963696
"TOWED/STORED VEH-14602.6 -> 10851 VC AUTO THEFT LOCATE",118,0.194719471947195
"594(B)(2)(A) VANDALISM/ -$400 -> 459 PC  BURGLARY VEHICLE",117,0.193069306930693
"10851(A)VC TAKE VEH W/O OWNER -> 484G(B) PC ACCESS CARD FRAUD",116,0.191419141914191
"10851 VC AUTO THEFT LOCATE -> 10851(A)VC TAKE VEH W/O OWNER",114,0.188118811881188
"10851 VC AUTO THEFT LOCATE -> TOWED/STORED VEH-14602.6",114,0.188118811881188
"10851 VC AUTO THEFT LOCATE -> TOWED/STORED VEHICLE",114,0.188118811881188
"MISSING PERSON -> 459 PC  BURGLARY VEHICLE",113,0.186468646864686
"TOWED/STORED VEHICLE -> FOUND PROPERTY - I RPT",113,0.186468646864686
"594(B)(2)(A) VANDALISM/ -$400 -> 10851(A)VC TAKE VEH W/O OWNER",112,0.184818481848185
"10851 VC AUTO THEFT LOCATE -> 459 PC  BURGLARY VEHICLE",111,0.183168316831683
"10851(A)VC TAKE VEH W/O OWNER -> 11357(B)HS POSS -28.5GR MARIJ",111,0.183168316831683
"459 PC  BURGLARY VEHICLE -> CASUALTY REPORT",111,0.183168316831683
"MISSING PERSON -> 10851(A)VC TAKE VEH W/O OWNER",111,0.183168316831683
"TOWED/STORED VEHICLE -> 484 PETTY THEFT/LICENSE PLATE",110,0.181518151815182
"TOWED/STORED VEHICLE -> 484 PETTY THEFT-SHOPLIFT",109,0.17986798679868
"TOWED/STORED VEH-14602.6 -> 459 PC  BURGLARY BUSINESS",107,0.176567656765677
"10851(A)VC TAKE VEH W/O OWNER -> THREATS - I RPT",106,0.174917491749175
"TOWED/STORED VEHICLE -> 5150 WI DANGER SELF/OTHERS",106,0.174917491749175
"TOWED/STORED VEH-14602.6 -> MISSING PERSON",105,0.173267326732673
"459 PC  BURGLARY RESIDENCE -> FOUND PROPERTY - I RPT",104,0.171617161716172
"459 PC  BURGLARY VEHICLE -> 5150 WI DANGER SELF/OTHERS",104,0.171617161716172
"TOWED/STORED VEHICLE -> 242 PC  BATTERY CIVILIAN",104,0.171617161716172
"10851(A)VC TAKE VEH W/O OWNER -> 11350(A)HS POSS CNTRL SUBST",103,0.16996699669967
"594(B)(2)(A) VANDALISM/ -$400 -> TOWED/STORED VEHICLE",103,0.16996699669967
"TOWED/STORED VEHICLE -> 20002(A) HIT/RUN",103,0.16996699669967
"459 PC  BURGLARY RESIDENCE -> 242 PC  BATTERY CIVILIAN",102,0.168316831683168
"459 PC  BURGLARY RESIDENCE -> 484 PETTY THEFT-SHOPLIFT",102,0.168316831683168
"TOWED/STORED VEHICLE -> 487(A) PC GRAND THEFT",102,0.168316831683168
"TOWED/STORED VEHICLE -> CASUALTY REPORT",102,0.168316831683168
"459 PC  BURGLARY RESIDENCE -> 484 PC   PETTY THEFT/INSIDE",101,0.166666666666667
"459 PC  BURGLARY RESIDENCE -> 484 PETTY THEFT/LICENSE PLATE",101,0.166666666666667
"459 PC  BURGLARY VEHICLE -> 484 PETTY THEFT/LICENSE PLATE",101,0.166666666666667
"10851 VC AUTO THEFT LOCATE -> 459 PC  BURGLARY RESIDENCE",100,0.165016501650165
"459 PC  BURGLARY VEHICLE -> 11364 HS POSS DRUG PARAPH",100,0.165016501650165
"459 PC  BURGLARY VEHICLE -> FOUND PROPERTY - I RPT",100,0.165016501650165
"MISSING PERSON -> TOWED/STORED VEHICLE",100,0.165016501650165
"TOWED/STORED VEH-14602.6 -> FOUND PROPERTY - I RPT",100,0.165016501650165
"459 PC  BURGLARY VEHICLE -> 20002(A) HIT/RUN",99,0.163366336633663
"TOWED/STORED VEHICLE -> 11364 HS POSS DRUG PARAPH",99,0.163366336633663
"TRAFFIC-ACCIDENT INJURY -> 10851(A)VC TAKE VEH W/O OWNER",99,0.163366336633663
"TRAFFIC-ACCIDENT-NON INJURY -> 10851(A)VC TAKE VEH W/O OWNER",99,0.163366336633663
"TRAFFIC-ACCIDENT-NON INJURY -> 459 PC  BURGLARY VEHICLE",99,0.163366336633663
"10851(A)VC TAKE VEH W/O OWNER -> 530.5 PC USE PERSONAL ID INFO",98,0.161716171617162
"459 PC  BURGLARY RESIDENCE -> 487(A) PC GRAND THEFT",98,0.161716171617162
"10851 VC AUTO THEFT LOCATE -> MISSING PERSON",97,0.16006600660066
"10851 VC AUTO THEFT LOCATE -> TRAFFIC-ACCIDENT-NON INJURY",97,0.16006600660066
"459 PC  BURGLARY VEHICLE -> 211 PC  ROBBERY UNSPECIFIED",97,0.16006600660066
"594(B)(2)(A) VANDALISM/ -$400 -> 459 PC  BURGLARY RESIDENCE",97,0.16006600660066
"TOWED/STORED VEHICLE -> 594(B)(1)PC  VANDALISM +$400",97,0.16006600660066
"TRAFFIC-ACCIDENT INJURY -> 459 PC  BURGLARY VEHICLE",97,0.16006600660066
"459 PC  BURGLARY RESIDENCE -> CASUALTY REPORT",96,0.158415841584158
"459 PC  BURGLARY VEHICLE -> 484 PC   PETTY THEFT/INSIDE",96,0.158415841584158
"TOWED/STORED VEH-14602.6 -> 484 PC   PETTY THEFT/INSIDE",96,0.158415841584158
"459 PC  BURGLARY VEHICLE -> 23152(A) VC DUI-ALCOHOL/DRUGS",95,0.156765676567657
"TOWED/STORED VEHICLE -> 484 PC PETTY THEFT",95,0.156765676567657
"10851 VC AUTO THEFT LOCATE -> 10851 VC AUTO THEFT LOCATE",94,0.155115511551155
"10851(A)VC TAKE VEH W/O OWNER -> 484 PC  PETTY THEFT/ OUTSIDE",94,0.155115511551155
"TOWED/STORED VEH-14602.6 -> 484 PC PETTY THEFT",94,0.155115511551155
"10851(A)VC TAKE VEH W/O OWNER -> 211 PC ROBBERY- BUSINESS",93,0.153465346534653
"10851(A)VC TAKE VEH W/O OWNER -> BATTERY - I RPT",93,0.153465346534653
"459 PC  BURGLARY RESIDENCE -> 20002(A) HIT/RUN",93,0.153465346534653
"MISSING PERSON -> 459 PC  BURGLARY RESIDENCE",93,0.153465346534653
"459 PC  BURGLARY RESIDENCE -> 11364 HS POSS DRUG PARAPH",91,0.15016501650165
"MISSING PERSON -> MISSING PERSON",91,0.15016501650165
"10851 VC AUTO THEFT LOCATE -> TRAFFIC-ACCIDENT INJURY",90,0.148514851485149
"10851(A)VC TAKE VEH W/O OWNER -> 487(A) GRAND THEFT-INSIDE",90,0.148514851485149
"459 PC  BURGLARY VEHICLE -> 594(B)(1)PC  VANDALISM +$400",90,0.148514851485149
"TRAFFIC-ACCIDENT-NON INJURY -> TOWED/STORED VEHICLE",90,0.148514851485149
"459 PC  BURGLARY RESIDENCE -> 243(E)1 BATTERY NONCOHAB SPOUS",89,0.146864686468647
"459 PC  BURGLARY RESIDENCE -> 5150 WI DANGER SELF/OTHERS",89,0.146864686468647
"459 PC  BURGLARY VEHICLE -> NON INJ HR/MAIL OUT REPORT",89,0.146864686468647
"TOWED/STORED VEHICLE -> 211 PC  ROBBERY UNSPECIFIED",89,0.146864686468647
"459 PC  BURGLARY RESIDENCE -> MISCELLANEOUS I RPT (ZMISC)",88,0.145214521452145
"459 PC  BURGLARY VEHICLE -> 487(A) PC GRAND THEFT",88,0.145214521452145
"TOWED/STORED VEH-14602.6 -> CASUALTY REPORT",88,0.145214521452145
"TRAFFIC-ACCIDENT-NON INJURY -> TOWED/STORED VEH-14602.6",88,0.145214521452145
"MISSING PERSON -> 594(B)(2)(A) VANDALISM/ -$400",87,0.143564356435644
"MISSING PERSON -> TRAFFIC-ACCIDENT-NON INJURY",87,0.143564356435644
"TOWED/STORED VEH-14602.6 -> 242 PC  BATTERY CIVILIAN",87,0.143564356435644
"459 PC  BURGLARY RESIDENCE -> 211 PC  ROBBERY UNSPECIFIED",86,0.141914191419142
"459 PC  BURGLARY VEHICLE -> 242 PC  BATTERY CIVILIAN",86,0.141914191419142
"TOWED/STORED VEH-14602.6 -> 484 PETTY THEFT/LICENSE PLATE",86,0.141914191419142
"459 PC  BURGLARY RESIDENCE -> 484 PC PETTY THEFT",85,0.14026402640264
"459 PC  BURGLARY VEHICLE -> 245(A)(1)AWDW/NO FIREARM/CIVIL",85,0.14026402640264
"MISSING PERSON -> TRAFFIC-ACCIDENT INJURY",85,0.14026402640264
"TOWED/STORED VEHICLE -> THREATS - I RPT",85,0.14026402640264
"459 PC  BURGLARY RESIDENCE -> 594(B)(1)PC  VANDALISM +$400",84,0.138613861386139
"459 PC  BURGLARY RESIDENCE -> NON INJ HR/MAIL OUT REPORT",84,0.138613861386139
"459 PC  BURGLARY VEHICLE -> 484 PC PETTY THEFT",84,0.138613861386139
"594(B)(2)(A) VANDALISM/ -$400 -> 459 PC  BURGLARY BUSINESS",84,0.138613861386139
"MISSING PERSON -> TOWED/STORED VEH-14602.6",84,0.138613861386139
"TOWED/STORED VEH-14602.6 -> 487(A) PC GRAND THEFT",84,0.138613861386139
"TOWED/STORED VEH-14602.6 -> 594(B)(1)PC  VANDALISM +$400",84,0.138613861386139
"TRAFFIC-ACCIDENT INJURY -> TOWED/STORED VEHICLE",84,0.138613861386139
"10851 VC AUTO THEFT LOCATE -> 459 PC  BURGLARY BUSINESS",83,0.136963696369637
"484 PETTY THEFT/LICENSE PLATE -> 10851(A)VC TAKE VEH W/O OWNER",83,0.136963696369637
"TOWED/STORED VEH-14602.6 -> 484 PETTY THEFT-SHOPLIFT",83,0.136963696369637
"TOWED/STORED VEH-14602.6 -> 5150 WI DANGER SELF/OTHERS",83,0.136963696369637
"10851 VC AUTO THEFT LOCATE -> 594(B)(2)(A) VANDALISM/ -$400",82,0.135313531353135
"459 PC  BURGLARY VEHICLE -> 530.5 PC USE PERSONAL ID INFO",82,0.135313531353135
"594(B)(2)(A) VANDALISM/ -$400 -> 594(B)(2)(A) VANDALISM/ -$400",82,0.135313531353135
"TOWED/STORED VEH-14602.6 -> 20002(A) HIT/RUN",82,0.135313531353135
"TRAFFIC-ACCIDENT INJURY -> TOWED/STORED VEH-14602.6",82,0.135313531353135
"TRAFFIC-ACCIDENT INJURY -> TRAFFIC-ACCIDENT INJURY",82,0.135313531353135
"MISSING PERSON -> 10851 VC AUTO THEFT LOCATE",81,0.133663366336634
"TOWED/STORED VEHICLE -> NON INJ HR/MAIL OUT REPORT",81,0.133663366336634
"594(B)(2)(A) VANDALISM/ -$400 -> MISSING PERSON",80,0.132013201320132
"TOWED/STORED VEH-14602.6 -> 11364 HS POSS DRUG PARAPH",80,0.132013201320132
"TOWED/STORED VEHICLE -> 245(A)(1)AWDW/NO FIREARM/CIVIL",80,0.132013201320132
"TRAFFIC-ACCIDENT-NON INJURY -> 459 PC  BURGLARY RESIDENCE",80,0.132013201320132
"484 PETTY THEFT/LICENSE PLATE -> 459 PC  BURGLARY VEHICLE",79,0.13036303630363
"594(B)(1)PC  VANDALISM +$400 -> 10851(A)VC TAKE VEH W/O OWNER",79,0.13036303630363
"594(B)(2)(A) VANDALISM/ -$400 -> TOWED/STORED VEH-14602.6",79,0.13036303630363
"459 PC  BURGLARY RESIDENCE -> 245(A)(1)AWDW/NO FIREARM/CIVIL",78,0.128712871287129
"TOWED/STORED VEHICLE -> GANG ACTIVITY - I RPT",78,0.128712871287129
"TOWED/STORED VEHICLE -> MISCELLANEOUS I RPT (ZMISC)",78,0.128712871287129
"TRAFFIC-ACCIDENT-NON INJURY -> TRAFFIC-ACCIDENT INJURY",78,0.128712871287129
"459 PC  BURGLARY RESIDENCE -> LOST PROPERTY - I RPT",77,0.127062706270627
"594(B)(1)PC  VANDALISM +$400 -> 459 PC  BURGLARY VEHICLE",77,0.127062706270627
"TOWED/STORED VEH-14602.6 -> 11357(B)HS POSS -28.5GR MARIJ",77,0.127062706270627
"TRAFFIC-ACCIDENT-NON INJURY -> MISSING PERSON",77,0.127062706270627
"CASUALTY REPORT -> 10851(A)VC TAKE VEH W/O OWNER",76,0.125412541254125
"MISSING PERSON -> 484 PETTY THEFT/LICENSE PLATE",76,0.125412541254125
"TOWED/STORED VEH-14602.6 -> NON INJ HR/MAIL OUT REPORT",76,0.125412541254125
"TRAFFIC-ACCIDENT-NON INJURY -> TRAFFIC-ACCIDENT-NON INJURY",76,0.125412541254125
"TOWED/STORED VEHICLE -> LOST PROPERTY - I RPT",75,0.123762376237624
"459 PC  BURGLARY BUSINESS -> 10851(A)VC TAKE VEH W/O OWNER",74,0.122112211221122
"MISSING PERSON -> 459 PC  BURGLARY BUSINESS",74,0.122112211221122
"TRAFFIC-ACCIDENT INJURY -> MISSING PERSON",74,0.122112211221122
"459 PC  BURGLARY VEHICLE -> MISCELLANEOUS I RPT (ZMISC)",73,0.12046204620462
"594(B)(2)(A) VANDALISM/ -$400 -> TRAFFIC-ACCIDENT INJURY",73,0.12046204620462
"CASUALTY REPORT -> 459 PC  BURGLARY VEHICLE",73,0.12046204620462
"TRAFFIC-ACCIDENT INJURY -> 594(B)(2)(A) VANDALISM/ -$400",73,0.12046204620462
"10851 VC AUTO THEFT LOCATE -> 5150 WI DANGER SELF/OTHERS",72,0.118811881188119
"10851(A)VC TAKE VEH W/O OWNER -> HARASSMENT - I RPT",72,0.118811881188119
"211 PC  ROBBERY UNSPECIFIED -> 10851(A)VC TAKE VEH W/O OWNER",72,0.118811881188119
"594(B)(2)(A) VANDALISM/ -$400 -> 10851 VC AUTO THEFT LOCATE",72,0.118811881188119
"594(B)(2)(A) VANDALISM/ -$400 -> TRAFFIC-ACCIDENT-NON INJURY",72,0.118811881188119
"MISSING PERSON -> 20002(A) HIT/RUN",72,0.118811881188119
"459 PC  BURGLARY VEHICLE -> 11377(A)HS POSS AMPHETAMINES",71,0.117161716171617
"MISSING PERSON -> 484 PC   PETTY THEFT/INSIDE",71,0.117161716171617
"10851(A)VC TAKE VEH W/O OWNER -> 3056 PAROLE VIO - I RPT",70,0.115511551155116
"10851(A)VC TAKE VEH W/O OWNER -> SUSP PERS-NO CRIME - I RPT",70,0.115511551155116
"484 PETTY THEFT/LICENSE PLATE -> TOWED/STORED VEH-14602.6",70,0.115511551155116
"TOWED/STORED VEH-14602.6 -> 211 PC  ROBBERY UNSPECIFIED",70,0.115511551155116
"TOWED/STORED VEH-14602.6 -> 245(A)(1)AWDW/NO FIREARM/CIVIL",70,0.115511551155116
"TRAFFIC-ACCIDENT-NON INJURY -> 10851 VC AUTO THEFT LOCATE",70,0.115511551155116
"10851 VC AUTO THEFT LOCATE -> 211 PC  ROBBERY UNSPECIFIED",69,0.113861386138614
"459 PC  BURGLARY BUSINESS -> 459 PC  BURGLARY VEHICLE",69,0.113861386138614
"459 PC  BURGLARY RESIDENCE -> THREATS - I RPT",69,0.113861386138614
"459 PC  BURGLARY VEHICLE -> 484 PETTY THEFT-SHOPLIFT",69,0.113861386138614
"MISSING PERSON -> 242 PC  BATTERY CIVILIAN",69,0.113861386138614
"TOWED/STORED VEHICLE -> 11357(B)HS POSS -28.5GR MARIJ",69,0.113861386138614
"TRAFFIC-ACCIDENT INJURY -> 484 PETTY THEFT-SHOPLIFT",69,0.113861386138614
"TRAFFIC-ACCIDENT-NON INJURY -> 594(B)(2)(A) VANDALISM/ -$400",69,0.113861386138614
"10851 VC AUTO THEFT LOCATE -> NON INJ HR/MAIL OUT REPORT",68,0.112211221122112
"20002(A) HIT/RUN -> 10851(A)VC TAKE VEH W/O OWNER",68,0.112211221122112
"211 PC  ROBBERY UNSPECIFIED -> 459 PC  BURGLARY VEHICLE",68,0.112211221122112
"459 PC  BURGLARY VEHICLE -> 211 PC ROBBERY- BUSINESS",68,0.112211221122112
"459 PC  BURGLARY VEHICLE -> 243(E)1 BATTERY NONCOHAB SPOUS",68,0.112211221122112
"594(B)(1)PC  VANDALISM +$400 -> TOWED/STORED VEHICLE",68,0.112211221122112
"MISSING PERSON -> NON INJ HR/MAIL OUT REPORT",68,0.112211221122112
"TRAFFIC-ACCIDENT INJURY -> 459 PC  BURGLARY RESIDENCE",68,0.112211221122112
"TRAFFIC-ACCIDENT INJURY -> TRAFFIC-ACCIDENT-NON INJURY",68,0.112211221122112
"10851 VC AUTO THEFT LOCATE -> 484 PC   PETTY THEFT/INSIDE",67,0.110561056105611
"10851(A)VC TAKE VEH W/O OWNER -> 647(F) PC DIP - DISORDERLY",67,0.110561056105611
"20002(A) HIT/RUN -> 459 PC  BURGLARY VEHICLE",67,0.110561056105611
"459 PC  BURGLARY RESIDENCE -> 211 PC ROBBERY- BUSINESS",67,0.110561056105611
"459 PC  BURGLARY RESIDENCE -> 23152(A) VC DUI-ALCOHOL/DRUGS",67,0.110561056105611
"594(B)(2)(A) VANDALISM/ -$400 -> 5150 WI DANGER SELF/OTHERS",67,0.110561056105611
"TRAFFIC-ACCIDENT INJURY -> 10851 VC AUTO THEFT LOCATE",67,0.110561056105611
"459 PC  BURGLARY RESIDENCE -> 11357(B)HS POSS -28.5GR MARIJ",66,0.108910891089109
"459 PC  BURGLARY VEHICLE -> LOST PROPERTY - I RPT",66,0.108910891089109
"484 PETTY THEFT/LICENSE PLATE -> 459 PC  BURGLARY RESIDENCE",66,0.108910891089109
"5150 WI DANGER SELF/OTHERS -> 459 PC  BURGLARY VEHICLE",66,0.108910891089109
"594(B)(1)PC  VANDALISM +$400 -> 459 PC  BURGLARY RESIDENCE",66,0.108910891089109
"594(B)(2)(A) VANDALISM/ -$400 -> CASUALTY REPORT",66,0.108910891089109
"TOWED/STORED VEHICLE -> 243(E)1 BATTERY NONCOHAB SPOUS",66,0.108910891089109
"10851 VC AUTO THEFT LOCATE -> 484 PETTY THEFT/LICENSE PLATE",65,0.107260726072607
"459 PC  BURGLARY RESIDENCE -> GANG ACTIVITY - I RPT",65,0.107260726072607
"484 PETTY THEFT/LICENSE PLATE -> TOWED/STORED VEHICLE",65,0.107260726072607
"CASUALTY REPORT -> TOWED/STORED VEHICLE",65,0.107260726072607
"TOWED/STORED VEHICLE -> 211 PC ROBBERY- BUSINESS",65,0.107260726072607
"10851 VC AUTO THEFT LOCATE -> 11364 HS POSS DRUG PARAPH",64,0.105610561056106
"10851 VC AUTO THEFT LOCATE -> 487(A) PC GRAND THEFT",64,0.105610561056106
"459 PC  BURGLARY VEHICLE -> 11350(A)HS POSS CNTRL SUBST",64,0.105610561056106
"594(B)(2)(A) VANDALISM/ -$400 -> FOUND PROPERTY - I RPT",64,0.105610561056106
"MISSING PERSON -> 5150 WI DANGER SELF/OTHERS",64,0.105610561056106
"TOWED/STORED VEH-14602.6 -> GANG ACTIVITY - I RPT",64,0.105610561056106
"TOWED/STORED VEH-14602.6 -> THREATS - I RPT",64,0.105610561056106
"10851 VC AUTO THEFT LOCATE -> 484 PETTY THEFT-SHOPLIFT",63,0.103960396039604
"10851 VC AUTO THEFT LOCATE -> FOUND PROPERTY - I RPT",63,0.103960396039604
"10851(A)VC TAKE VEH W/O OWNER -> NARCOTICS SUSP/EVID/ACT- I RPT",63,0.103960396039604
"459 PC  BURGLARY BUSINESS -> TOWED/STORED VEHICLE",63,0.103960396039604
"459 PC  BURGLARY RESIDENCE -> 484G(B) PC ACCESS CARD FRAUD",63,0.103960396039604
"5150 WI DANGER SELF/OTHERS -> 10851(A)VC TAKE VEH W/O OWNER",63,0.103960396039604
"TOWED/STORED VEH-14602.6 -> LOST PROPERTY - I RPT",63,0.103960396039604
"TOWED/STORED VEHICLE -> 11350(A)HS POSS CNTRL SUBST",63,0.103960396039604
"10851 VC AUTO THEFT LOCATE -> 20002(A) HIT/RUN",62,0.102310231023102
"10851(A)VC TAKE VEH W/O OWNER -> 243(D) PC BATT/CIVILIAN W/INJ",62,0.102310231023102
"10851(A)VC TAKE VEH W/O OWNER -> 475(C) PASS FORGED NOTE",62,0.102310231023102
"10851(A)VC TAKE VEH W/O OWNER -> GANG ACTIVITY - I RPT",62,0.102310231023102
"20002(A) HIT/RUN -> TOWED/STORED VEHICLE",62,0.102310231023102
"459 PC  BURGLARY VEHICLE -> 11357(B)HS POSS -28.5GR MARIJ",62,0.102310231023102
"459 PC  BURGLARY VEHICLE -> 484 PC  PETTY THEFT/ OUTSIDE",62,0.102310231023102
"459 PC  BURGLARY VEHICLE -> 484G(B) PC ACCESS CARD FRAUD",62,0.102310231023102
"484 PETTY THEFT/LICENSE PLATE -> MISSING PERSON",62,0.102310231023102
"5150 WI DANGER SELF/OTHERS -> TOWED/STORED VEHICLE",62,0.102310231023102
"594(B)(2)(A) VANDALISM/ -$400 -> 20002(A) HIT/RUN",62,0.102310231023102
