"district","ep","cases_with_ep","support"
1,"487(A) PC GRAND THEFT-SHOPLIFT -> 594(B)(2)(A) VANDALISM/ -$400",1,0.0113636363636364
1,"487(A) PC GRAND THEFT-SHOPLIFT -> TOWED/STORED VEHICLE",1,0.0113636363636364
1,"496(A) RECEIVE STOLEN PROPERTY -> FOUND PROPERTY - I RPT",1,0.0113636363636364
1,"5150 WI DANGER SELF/OTHERS -> 10851(A)VC TAKE VEH W/O OWNER",1,0.0113636363636364
1,"5150 WI DANGER SELF/OTHERS -> 5150 WI DANGER SELF/OTHERS",1,0.0113636363636364
1,"530 PC FALSE PERS. REC PROP -> 242 PC  BATTERY CIVILIAN",1,0.0113636363636364
1,"530.5 PC USE PERSONAL ID INFO -> 10851(A)VC TAKE VEH W/O OWNER",1,0.0113636363636364
1,"530.5 PC USE PERSONAL ID INFO -> 247(B) PC SHOOT UNOCC BLDG/VEH",1,0.0113636363636364
1,"530.5 PC USE PERSONAL ID INFO -> 459 PC  BURGLARY VEHICLE",1,0.0113636363636364
1,"530.5 PC USE PERSONAL ID INFO -> 484G(B) PC ACCESS CARD FRAUD",1,0.0113636363636364
1,"530.5 PC USE PERSONAL ID INFO -> 487(A) PC GRAND THEFT",1,0.0113636363636364
1,"530.5 PC USE PERSONAL ID INFO -> 594(B)(2)(A) VANDALISM/ -$400",1,0.0113636363636364
1,"530.5 PC USE PERSONAL ID INFO -> 602(L)(1)TRESPASS REFUSE TO LV",1,0.0113636363636364
1,"530.5 PC USE PERSONAL ID INFO -> 653M(A) PC OBSCENE/THREAT CALL",1,0.0113636363636364
1,"530.5 PC USE PERSONAL ID INFO -> PETTY THEFT - I RPT",1,0.0113636363636364
1,"537(A)(1) DEFRAUD INKEEP/-$400 -> MISSING PERSON",1,0.0113636363636364
1,"594(B)(1)PC  VANDALISM +$400 -> 273.6(A) PC VIO DV COURT ORDER",1,0.0113636363636364
1,"594(B)(1)PC  VANDALISM +$400 -> 484 PC-PETTY THEFT-COIN MACHIN",1,0.0113636363636364
1,"594(B)(1)PC  VANDALISM +$400 -> 484 PETTY THEFT/LICENSE PLATE",1,0.0113636363636364
