"ep","cases_with_ep","support"
"TOWED/STORED VEHICLE -> TRAFFIC-ACCIDENT-NON INJURY",88,0.145214521452145
"10851(A)VC TAKE VEH W/O OWNER -> NON INJ HR/MAIL OUT REPORT",87,0.143564356435644
"459 PC  BURGLARY RESIDENCE -> 10851 VC AUTO THEFT LOCATE",87,0.143564356435644
"TOWED/STORED VEH-14602.6 -> TRAFFIC-ACCIDENT INJURY",87,0.143564356435644
"TOWED/STORED VEHICLE -> TRAFFIC-ACCIDENT INJURY",87,0.143564356435644
"10851(A)VC TAKE VEH W/O OWNER -> 487(A) PC GRAND THEFT",86,0.141914191419142
"10851(A)VC TAKE VEH W/O OWNER -> 11377(A)HS POSS AMPHETAMINES",85,0.14026402640264
"TOWED/STORED VEHICLE -> 594(B)(2)(A) VANDALISM/ -$400",84,0.138613861386139
"459 PC  BURGLARY VEHICLE -> 10851 VC AUTO THEFT LOCATE",83,0.136963696369637
"TOWED/STORED VEH-14602.6 -> TRAFFIC-ACCIDENT-NON INJURY",83,0.136963696369637
"TOWED/STORED VEHICLE -> MISSING PERSON",83,0.136963696369637
"10851(A)VC TAKE VEH W/O OWNER -> 484 PC   PETTY THEFT/INSIDE",82,0.135313531353135
"459 PC  BURGLARY RESIDENCE -> TRAFFIC-ACCIDENT INJURY",82,0.135313531353135
"459 PC  BURGLARY RESIDENCE -> TRAFFIC-ACCIDENT-NON INJURY",82,0.135313531353135
"459 PC  BURGLARY VEHICLE -> TRAFFIC-ACCIDENT-NON INJURY",82,0.135313531353135
"10851(A)VC TAKE VEH W/O OWNER -> 484 PC PETTY THEFT",81,0.133663366336634
"MISSING PERSON -> 459 PC  BURGLARY VEHICLE",81,0.133663366336634
"10851 VC AUTO THEFT LOCATE -> 459 PC  BURGLARY VEHICLE",79,0.13036303630363
"TOWED/STORED VEH-14602.6 -> 594(B)(2)(A) VANDALISM/ -$400",79,0.13036303630363
"10851(A)VC TAKE VEH W/O OWNER -> 245(A)(1)AWDW/NO FIREARM/CIVIL",78,0.128712871287129
"459 PC  BURGLARY RESIDENCE -> 459 PC  BURGLARY BUSINESS",78,0.128712871287129
"10851(A)VC TAKE VEH W/O OWNER -> 242 PC  BATTERY CIVILIAN",77,0.127062706270627
"MISSING PERSON -> TOWED/STORED VEHICLE",76,0.125412541254125
"10851(A)VC TAKE VEH W/O OWNER -> 484 PETTY THEFT-SHOPLIFT",75,0.123762376237624
"MISSING PERSON -> 459 PC  BURGLARY RESIDENCE",75,0.123762376237624
"TOWED/STORED VEHICLE -> 459 PC  BURGLARY BUSINESS",75,0.123762376237624
"TOWED/STORED VEHICLE -> 484 PETTY THEFT/LICENSE PLATE",75,0.123762376237624
"TRAFFIC-ACCIDENT INJURY -> 459 PC  BURGLARY VEHICLE",75,0.123762376237624
"10851(A)VC TAKE VEH W/O OWNER -> 243(E)1 BATTERY NONCOHAB SPOUS",74,0.122112211221122
"459 PC  BURGLARY VEHICLE -> CASUALTY REPORT",74,0.122112211221122
"TRAFFIC-ACCIDENT INJURY -> 10851(A)VC TAKE VEH W/O OWNER",74,0.122112211221122
"TRAFFIC-ACCIDENT-NON INJURY -> 459 PC  BURGLARY VEHICLE",74,0.122112211221122
"TRAFFIC-ACCIDENT-NON INJURY -> TOWED/STORED VEHICLE",73,0.12046204620462
"TOWED/STORED VEHICLE -> 484 PETTY THEFT-SHOPLIFT",72,0.118811881188119
"484 PETTY THEFT/LICENSE PLATE -> 10851(A)VC TAKE VEH W/O OWNER",71,0.117161716171617
"TOWED/STORED VEHICLE -> 484 PC   PETTY THEFT/INSIDE",71,0.117161716171617
"TRAFFIC-ACCIDENT-NON INJURY -> 10851(A)VC TAKE VEH W/O OWNER",71,0.117161716171617
"10851(A)VC TAKE VEH W/O OWNER -> LOST PROPERTY - I RPT",70,0.115511551155116
"10851(A)VC TAKE VEH W/O OWNER -> MISCELLANEOUS I RPT (ZMISC)",69,0.113861386138614
"459 PC  BURGLARY VEHICLE -> 211 PC  ROBBERY UNSPECIFIED",69,0.113861386138614
"TRAFFIC-ACCIDENT INJURY -> TOWED/STORED VEHICLE",69,0.113861386138614
"10851 VC AUTO THEFT LOCATE -> 10851 VC AUTO THEFT LOCATE",68,0.112211221122112
"10851 VC AUTO THEFT LOCATE -> MISSING PERSON",68,0.112211221122112
"459 PC  BURGLARY VEHICLE -> 23152(A) VC DUI-ALCOHOL/DRUGS",68,0.112211221122112
"594(B)(1)PC  VANDALISM +$400 -> 10851(A)VC TAKE VEH W/O OWNER",68,0.112211221122112
"594(B)(2)(A) VANDALISM/ -$400 -> TOWED/STORED VEHICLE",68,0.112211221122112
"MISSING PERSON -> TOWED/STORED VEH-14602.6",68,0.112211221122112
"TOWED/STORED VEH-14602.6 -> MISSING PERSON",68,0.112211221122112
"10851 VC AUTO THEFT LOCATE -> TRAFFIC-ACCIDENT-NON INJURY",67,0.110561056105611
"TOWED/STORED VEH-14602.6 -> 459 PC  BURGLARY BUSINESS",65,0.107260726072607
"TOWED/STORED VEHICLE -> 484 PC PETTY THEFT",65,0.107260726072607
"TOWED/STORED VEHICLE -> 5150 WI DANGER SELF/OTHERS",65,0.107260726072607
"TRAFFIC-ACCIDENT-NON INJURY -> TOWED/STORED VEH-14602.6",65,0.107260726072607
"459 PC  BURGLARY RESIDENCE -> CASUALTY REPORT",64,0.105610561056106
"459 PC  BURGLARY RESIDENCE -> FOUND PROPERTY - I RPT",64,0.105610561056106
"TRAFFIC-ACCIDENT INJURY -> TOWED/STORED VEH-14602.6",64,0.105610561056106
"459 PC  BURGLARY RESIDENCE -> 484 PETTY THEFT-SHOPLIFT",63,0.103960396039604
"459 PC  BURGLARY VEHICLE -> 11364 HS POSS DRUG PARAPH",63,0.103960396039604
"459 PC  BURGLARY VEHICLE -> 594(B)(1)PC  VANDALISM +$400",63,0.103960396039604
"MISSING PERSON -> MISSING PERSON",63,0.103960396039604
"TOWED/STORED VEH-14602.6 -> 242 PC  BATTERY CIVILIAN",63,0.103960396039604
"10851(A)VC TAKE VEH W/O OWNER -> 484G(B) PC ACCESS CARD FRAUD",62,0.102310231023102
"459 PC  BURGLARY RESIDENCE -> 484 PETTY THEFT/LICENSE PLATE",62,0.102310231023102
"TOWED/STORED VEHICLE -> 11364 HS POSS DRUG PARAPH",62,0.102310231023102
"TOWED/STORED VEHICLE -> CASUALTY REPORT",62,0.102310231023102
"TOWED/STORED VEHICLE -> FOUND PROPERTY - I RPT",62,0.102310231023102
"10851 VC AUTO THEFT LOCATE -> TRAFFIC-ACCIDENT INJURY",61,0.100660066006601
"459 PC  BURGLARY VEHICLE -> 20002(A) HIT/RUN",61,0.100660066006601
"MISSING PERSON -> TRAFFIC-ACCIDENT-NON INJURY",61,0.100660066006601
"TOWED/STORED VEH-14602.6 -> 484 PC   PETTY THEFT/INSIDE",61,0.100660066006601
"TOWED/STORED VEHICLE -> 242 PC  BATTERY CIVILIAN",61,0.100660066006601
"211 PC  ROBBERY UNSPECIFIED -> 10851(A)VC TAKE VEH W/O OWNER",60,0.099009900990099
"484 PETTY THEFT/LICENSE PLATE -> 459 PC  BURGLARY VEHICLE",60,0.099009900990099
"594(B)(2)(A) VANDALISM/ -$400 -> 459 PC  BURGLARY RESIDENCE",60,0.099009900990099
"MISSING PERSON -> 10851 VC AUTO THEFT LOCATE",60,0.099009900990099
"TOWED/STORED VEHICLE -> 20002(A) HIT/RUN",60,0.099009900990099
"10851(A)VC TAKE VEH W/O OWNER -> 11350(A)HS POSS CNTRL SUBST",59,0.0973597359735974
"10851(A)VC TAKE VEH W/O OWNER -> 11357(B)HS POSS -28.5GR MARIJ",59,0.0973597359735974
"10851(A)VC TAKE VEH W/O OWNER -> THREATS - I RPT",59,0.0973597359735974
"TOWED/STORED VEHICLE -> 487(A) PC GRAND THEFT",59,0.0973597359735974
"459 PC  BURGLARY BUSINESS -> 10851(A)VC TAKE VEH W/O OWNER",58,0.0957095709570957
"CASUALTY REPORT -> 10851(A)VC TAKE VEH W/O OWNER",58,0.0957095709570957
"TOWED/STORED VEH-14602.6 -> FOUND PROPERTY - I RPT",58,0.0957095709570957
"10851 VC AUTO THEFT LOCATE -> 459 PC  BURGLARY RESIDENCE",57,0.0940594059405941
"459 PC  BURGLARY RESIDENCE -> 5150 WI DANGER SELF/OTHERS",57,0.0940594059405941
"459 PC  BURGLARY VEHICLE -> 242 PC  BATTERY CIVILIAN",57,0.0940594059405941
"TOWED/STORED VEH-14602.6 -> 484 PETTY THEFT/LICENSE PLATE",57,0.0940594059405941
"459 PC  BURGLARY RESIDENCE -> 243(E)1 BATTERY NONCOHAB SPOUS",56,0.0924092409240924
"459 PC  BURGLARY VEHICLE -> 5150 WI DANGER SELF/OTHERS",56,0.0924092409240924
"TOWED/STORED VEH-14602.6 -> 484 PC PETTY THEFT",56,0.0924092409240924
"TRAFFIC-ACCIDENT-NON INJURY -> TRAFFIC-ACCIDENT INJURY",56,0.0924092409240924
"10851(A)VC TAKE VEH W/O OWNER -> 484 PC  PETTY THEFT/ OUTSIDE",55,0.0907590759075908
"243(E)1 BATTERY NONCOHAB SPOUS -> 10851(A)VC TAKE VEH W/O OWNER",55,0.0907590759075908
"594(B)(2)(A) VANDALISM/ -$400 -> TOWED/STORED VEH-14602.6",55,0.0907590759075908
"TOWED/STORED VEH-14602.6 -> 487(A) PC GRAND THEFT",55,0.0907590759075908
"20002(A) HIT/RUN -> 10851(A)VC TAKE VEH W/O OWNER",54,0.0891089108910891
"20002(A) HIT/RUN -> 459 PC  BURGLARY VEHICLE",54,0.0891089108910891
"459 PC  BURGLARY RESIDENCE -> 484 PC   PETTY THEFT/INSIDE",54,0.0891089108910891
"459 PC  BURGLARY VEHICLE -> 484 PETTY THEFT/LICENSE PLATE",54,0.0891089108910891
"5150 WI DANGER SELF/OTHERS -> 459 PC  BURGLARY VEHICLE",54,0.0891089108910891
"MISSING PERSON -> TRAFFIC-ACCIDENT INJURY",54,0.0891089108910891
"TOWED/STORED VEH-14602.6 -> 5150 WI DANGER SELF/OTHERS",54,0.0891089108910891
"TRAFFIC-ACCIDENT-NON INJURY -> 459 PC  BURGLARY RESIDENCE",54,0.0891089108910891
"10851 VC AUTO THEFT LOCATE -> 594(B)(2)(A) VANDALISM/ -$400",53,0.0874587458745875
"10851(A)VC TAKE VEH W/O OWNER -> 211 PC ROBBERY- BUSINESS",53,0.0874587458745875
"10851(A)VC TAKE VEH W/O OWNER -> 487(A) GRAND THEFT-INSIDE",53,0.0874587458745875
"459 PC  BURGLARY VEHICLE -> 245(A)(1)AWDW/NO FIREARM/CIVIL",53,0.0874587458745875
"594(B)(1)PC  VANDALISM +$400 -> 459 PC  BURGLARY VEHICLE",53,0.0874587458745875
"MISSING PERSON -> 594(B)(2)(A) VANDALISM/ -$400",53,0.0874587458745875
"TOWED/STORED VEH-14602.6 -> 484 PETTY THEFT-SHOPLIFT",53,0.0874587458745875
"TOWED/STORED VEH-14602.6 -> 594(B)(1)PC  VANDALISM +$400",53,0.0874587458745875
"TOWED/STORED VEH-14602.6 -> CASUALTY REPORT",53,0.0874587458745875
"211 PC  ROBBERY UNSPECIFIED -> 459 PC  BURGLARY VEHICLE",52,0.0858085808580858
"459 PC  BURGLARY RESIDENCE -> 487(A) PC GRAND THEFT",52,0.0858085808580858
"594(B)(2)(A) VANDALISM/ -$400 -> 459 PC  BURGLARY BUSINESS",52,0.0858085808580858
"594(B)(2)(A) VANDALISM/ -$400 -> 594(B)(2)(A) VANDALISM/ -$400",52,0.0858085808580858
"CASUALTY REPORT -> 459 PC  BURGLARY VEHICLE",52,0.0858085808580858
"TOWED/STORED VEHICLE -> THREATS - I RPT",52,0.0858085808580858
"TRAFFIC-ACCIDENT INJURY -> TRAFFIC-ACCIDENT INJURY",52,0.0858085808580858
"TRAFFIC-ACCIDENT-NON INJURY -> 10851 VC AUTO THEFT LOCATE",52,0.0858085808580858
"10851(A)VC TAKE VEH W/O OWNER -> 530.5 PC USE PERSONAL ID INFO",51,0.0841584158415842
"459 PC  BURGLARY RESIDENCE -> 242 PC  BATTERY CIVILIAN",51,0.0841584158415842
"459 PC  BURGLARY VEHICLE -> 487(A) PC GRAND THEFT",51,0.0841584158415842
"TOWED/STORED VEH-14602.6 -> NON INJ HR/MAIL OUT REPORT",50,0.0825082508250825
"TRAFFIC-ACCIDENT-NON INJURY -> MISSING PERSON",50,0.0825082508250825
"10851 VC AUTO THEFT LOCATE -> 459 PC  BURGLARY BUSINESS",49,0.0808580858085809
"459 PC  BURGLARY RESIDENCE -> 211 PC  ROBBERY UNSPECIFIED",49,0.0808580858085809
"459 PC  BURGLARY VEHICLE -> 484 PC   PETTY THEFT/INSIDE",49,0.0808580858085809
"484 PC   PETTY THEFT/INSIDE -> 459 PC  BURGLARY VEHICLE",49,0.0808580858085809
"484 PETTY THEFT/LICENSE PLATE -> TOWED/STORED VEH-14602.6",49,0.0808580858085809
"5150 WI DANGER SELF/OTHERS -> 10851(A)VC TAKE VEH W/O OWNER",49,0.0808580858085809
"TOWED/STORED VEHICLE -> 594(B)(1)PC  VANDALISM +$400",49,0.0808580858085809
"TRAFFIC-ACCIDENT-NON INJURY -> TRAFFIC-ACCIDENT-NON INJURY",49,0.0808580858085809
"459 PC  BURGLARY BUSINESS -> 459 PC  BURGLARY VEHICLE",48,0.0792079207920792
"459 PC  BURGLARY RESIDENCE -> MISCELLANEOUS I RPT (ZMISC)",48,0.0792079207920792
"CASUALTY REPORT -> TOWED/STORED VEHICLE",48,0.0792079207920792
"TOWED/STORED VEHICLE -> 11357(B)HS POSS -28.5GR MARIJ",48,0.0792079207920792
"TOWED/STORED VEHICLE -> 211 PC  ROBBERY UNSPECIFIED",48,0.0792079207920792
"TRAFFIC-ACCIDENT INJURY -> 459 PC  BURGLARY RESIDENCE",48,0.0792079207920792
"TRAFFIC-ACCIDENT INJURY -> TRAFFIC-ACCIDENT-NON INJURY",48,0.0792079207920792
"459 PC  BURGLARY BUSINESS -> TOWED/STORED VEHICLE",47,0.0775577557755776
"459 PC  BURGLARY RESIDENCE -> 245(A)(1)AWDW/NO FIREARM/CIVIL",47,0.0775577557755776
"459 PC  BURGLARY RESIDENCE -> 484 PC PETTY THEFT",47,0.0775577557755776
"459 PC  BURGLARY RESIDENCE -> NON INJ HR/MAIL OUT REPORT",47,0.0775577557755776
"TOWED/STORED VEH-14602.6 -> 245(A)(1)AWDW/NO FIREARM/CIVIL",47,0.0775577557755776
"TOWED/STORED VEHICLE -> GANG ACTIVITY - I RPT",47,0.0775577557755776
"TRAFFIC-ACCIDENT INJURY -> MISSING PERSON",47,0.0775577557755776
"459 PC  BURGLARY RESIDENCE -> 11364 HS POSS DRUG PARAPH",46,0.0759075907590759
"484 PETTY THEFT/LICENSE PLATE -> 459 PC  BURGLARY RESIDENCE",46,0.0759075907590759
"484 PETTY THEFT/LICENSE PLATE -> TOWED/STORED VEHICLE",46,0.0759075907590759
"TOWED/STORED VEH-14602.6 -> 11357(B)HS POSS -28.5GR MARIJ",46,0.0759075907590759
"23152(A) VC DUI-ALCOHOL/DRUGS -> 10851(A)VC TAKE VEH W/O OWNER",45,0.0742574257425743
"459 PC  BURGLARY VEHICLE -> 243(E)1 BATTERY NONCOHAB SPOUS",45,0.0742574257425743
"MISSING PERSON -> 459 PC  BURGLARY BUSINESS",45,0.0742574257425743
"TOWED/STORED VEH-14602.6 -> 11364 HS POSS DRUG PARAPH",45,0.0742574257425743
"TOWED/STORED VEHICLE -> NON INJ HR/MAIL OUT REPORT",45,0.0742574257425743
"10851(A)VC TAKE VEH W/O OWNER -> 243(D) PC BATT/CIVILIAN W/INJ",44,0.0726072607260726
"10851(A)VC TAKE VEH W/O OWNER -> BATTERY - I RPT",44,0.0726072607260726
"20002(A) HIT/RUN -> TOWED/STORED VEHICLE",44,0.0726072607260726
"23152(A) VC DUI-ALCOHOL/DRUGS -> 459 PC  BURGLARY VEHICLE",44,0.0726072607260726
"459 PC  BURGLARY VEHICLE -> 11377(A)HS POSS AMPHETAMINES",44,0.0726072607260726
"459 PC  BURGLARY VEHICLE -> 211 PC ROBBERY- BUSINESS",44,0.0726072607260726
"459 PC  BURGLARY VEHICLE -> NON INJ HR/MAIL OUT REPORT",44,0.0726072607260726
"594(B)(1)PC  VANDALISM +$400 -> 594(B)(2)(A) VANDALISM/ -$400",44,0.0726072607260726
"TOWED/STORED VEH-14602.6 -> 211 PC  ROBBERY UNSPECIFIED",44,0.0726072607260726
"TRAFFIC-ACCIDENT INJURY -> 10851 VC AUTO THEFT LOCATE",44,0.0726072607260726
"11364 HS POSS DRUG PARAPH -> 10851(A)VC TAKE VEH W/O OWNER",43,0.070957095709571
"243(E)1 BATTERY NONCOHAB SPOUS -> 459 PC  BURGLARY VEHICLE",43,0.070957095709571
"245(A)(1)AWDW/NO FIREARM/CIVIL -> 459 PC  BURGLARY VEHICLE",43,0.070957095709571
"459 PC  BURGLARY RESIDENCE -> 23152(A) VC DUI-ALCOHOL/DRUGS",43,0.070957095709571
"459 PC  BURGLARY VEHICLE -> FOUND PROPERTY - I RPT",43,0.070957095709571
"5150 WI DANGER SELF/OTHERS -> TOWED/STORED VEHICLE",43,0.070957095709571
"594(B)(2)(A) VANDALISM/ -$400 -> 5150 WI DANGER SELF/OTHERS",43,0.070957095709571
"MISSING PERSON -> 484 PETTY THEFT/LICENSE PLATE",43,0.070957095709571
"NON INJ HR/MAIL OUT REPORT -> 10851(A)VC TAKE VEH W/O OWNER",43,0.070957095709571
"NON INJ HR/MAIL OUT REPORT -> 459 PC  BURGLARY VEHICLE",43,0.070957095709571
"THREATS - I RPT -> 10851(A)VC TAKE VEH W/O OWNER",43,0.070957095709571
"TOWED/STORED VEH-14602.6 -> THREATS - I RPT",43,0.070957095709571
"10851 VC AUTO THEFT LOCATE -> 211 PC  ROBBERY UNSPECIFIED",42,0.0693069306930693
"10851 VC AUTO THEFT LOCATE -> 484 PETTY THEFT-SHOPLIFT",42,0.0693069306930693
"10851 VC AUTO THEFT LOCATE -> 5150 WI DANGER SELF/OTHERS",42,0.0693069306930693
"11364 HS POSS DRUG PARAPH -> 459 PC  BURGLARY VEHICLE",42,0.0693069306930693
"245(A)(1)AWDW/NO FIREARM/CIVIL -> 10851(A)VC TAKE VEH W/O OWNER",42,0.0693069306930693
"459 PC  BURGLARY VEHICLE -> 484 PC PETTY THEFT",42,0.0693069306930693
"487(A) PC GRAND THEFT -> 459 PC  BURGLARY VEHICLE",42,0.0693069306930693
"594(B)(1)PC  VANDALISM +$400 -> 459 PC  BURGLARY RESIDENCE",42,0.0693069306930693
"MISSING PERSON -> CASUALTY REPORT",42,0.0693069306930693
"MISSING PERSON -> NON INJ HR/MAIL OUT REPORT",42,0.0693069306930693
"TOWED/STORED VEH-14602.6 -> LOST PROPERTY - I RPT",42,0.0693069306930693
"TOWED/STORED VEHICLE -> LOST PROPERTY - I RPT",42,0.0693069306930693
"10851 VC AUTO THEFT LOCATE -> 484 PETTY THEFT/LICENSE PLATE",41,0.0676567656765677
"242 PC  BATTERY CIVILIAN -> 10851(A)VC TAKE VEH W/O OWNER",41,0.0676567656765677
"459 PC  BURGLARY BUSINESS -> 459 PC  BURGLARY RESIDENCE",41,0.0676567656765677
"459 PC  BURGLARY RESIDENCE -> 20002(A) HIT/RUN",41,0.0676567656765677
"459 PC  BURGLARY RESIDENCE -> 594(B)(1)PC  VANDALISM +$400",41,0.0676567656765677
"484 PC   PETTY THEFT/INSIDE -> 10851(A)VC TAKE VEH W/O OWNER",41,0.0676567656765677
"484 PC PETTY THEFT -> 459 PC  BURGLARY VEHICLE",41,0.0676567656765677
"594(B)(1)PC  VANDALISM +$400 -> TOWED/STORED VEHICLE",41,0.0676567656765677
"594(B)(2)(A) VANDALISM/ -$400 -> 10851 VC AUTO THEFT LOCATE",41,0.0676567656765677
"594(B)(2)(A) VANDALISM/ -$400 -> MISSING PERSON",41,0.0676567656765677
"MISCELLANEOUS I RPT (ZMISC) -> 459 PC  BURGLARY VEHICLE",41,0.0676567656765677
"MISSING PERSON -> 484 PC   PETTY THEFT/INSIDE",41,0.0676567656765677
"MISSING PERSON -> 484 PETTY THEFT-SHOPLIFT",41,0.0676567656765677
"459 PC  BURGLARY RESIDENCE -> LOST PROPERTY - I RPT",40,0.066006600660066
"594(B)(2)(A) VANDALISM/ -$400 -> TRAFFIC-ACCIDENT INJURY",40,0.066006600660066
"594(B)(2)(A) VANDALISM/ -$400 -> TRAFFIC-ACCIDENT-NON INJURY",40,0.066006600660066
"MISSING PERSON -> 11364 HS POSS DRUG PARAPH",40,0.066006600660066
"TOWED/STORED VEH-14602.6 -> 20002(A) HIT/RUN",40,0.066006600660066
"TOWED/STORED VEHICLE -> MISCELLANEOUS I RPT (ZMISC)",40,0.066006600660066
"TRAFFIC-ACCIDENT-NON INJURY -> 594(B)(2)(A) VANDALISM/ -$400",40,0.066006600660066
"11377(A)HS POSS AMPHETAMINES -> 459 PC  BURGLARY VEHICLE",39,0.0643564356435644
"459 PC  BURGLARY BUSINESS -> MISSING PERSON",39,0.0643564356435644
"459 PC  BURGLARY RESIDENCE -> 211 PC ROBBERY- BUSINESS",39,0.0643564356435644
"459 PC  BURGLARY RESIDENCE -> SUSP PERS-NO CRIME - I RPT",39,0.0643564356435644
"MISSING PERSON -> 20002(A) HIT/RUN",39,0.0643564356435644
"THREATS - I RPT -> 459 PC  BURGLARY VEHICLE",39,0.0643564356435644
"TOWED/STORED VEHICLE -> 245(A)(1)AWDW/NO FIREARM/CIVIL",39,0.0643564356435644
"TRAFFIC-ACCIDENT INJURY -> 594(B)(2)(A) VANDALISM/ -$400",39,0.0643564356435644
"10851 VC AUTO THEFT LOCATE -> 484 PC   PETTY THEFT/INSIDE",38,0.0627062706270627
"242 PC  BATTERY CIVILIAN -> 459 PC  BURGLARY VEHICLE",38,0.0627062706270627
"459 PC  BURGLARY RESIDENCE -> 484G(B) PC ACCESS CARD FRAUD",38,0.0627062706270627
"459 PC  BURGLARY VEHICLE -> 530.5 PC USE PERSONAL ID INFO",38,0.0627062706270627
"459 PC  BURGLARY VEHICLE -> MISCELLANEOUS I RPT (ZMISC)",38,0.0627062706270627
"5150 WI DANGER SELF/OTHERS -> TOWED/STORED VEH-14602.6",38,0.0627062706270627
