PctUrbOp2011Cat,PctUrbLo2011Cat,PctUrbMd2011Cat,PctUrbHi2011Cat,PctBl2011Cat,PctDecid2011Cat,PctConif2011Cat,PctMxFst2011Cat,PctShrb2011Cat,PctGrs2011Cat,PctHay2011Cat,PctCrop2011Cat,PctWdWet2011Cat,PctHbWet2011Cat,PctOw2011Ws
13.32126697,29.97285068,35.83710407,2.280542986,0.018099548,0,0,0.018099548,2.714932127,0.850678733,0,0,0.07239819,0,14.91402715
0.900900901,0.257400257,0.18018018,0,0.102960103,0,0,0,0,46.38352638,0,1.003861004,2.96010296,0.566280566,13.93398268
0,0,23.80952381,4.761904762,4.761904762,0,0,0,0,0,0,0,0,0,66.66666667
5.283018868,4.905660377,0.754716981,0,0,0,0,0,4.150943396,24.90566038,4.150943396,0,1.509433962,2.641509434,51.69811321
0.16497113,0,0.027495188,0,2.914489964,0,0,0,0,50.39868023,1.209788287,35.05636514,0,0.192466318,1.89821929
2.79,2.19,4.18,5.18,0,0,0,0,2.79,44.62,0,36.85,0,0,1.39
2.794653706,2.875658161,2.187120292,0.486026731,0,0,0,0.445524504,4.698258404,36.28999595,11.09761037,21.95220737,3.199675982,0.648035642,13.32523289
2.552301255,0.083682008,0,0,0,0,47.74058577,0,21.88284519,9.246861925,14.35146444,0,0.041841004,3.807531381,1.527860995
13.33333333,13.06666667,1.333333333,0,0,3.733333333,13.06666667,0.8,31.2,19.46666667,0,0,0,0,1.147666412
0.758293839,1.895734597,3.791469194,2.938388626,33.45971564,0,0,0,0.09478673,15.16587678,0,0,0,0,13.50985222
0.087719298,0,0,0,0,1.052631579,0,0.087719298,1.228070175,59.9122807,0.350877193,2.719298246,0,0.614035088,7.629839471
0,0,0,0,0,0,2.649006623,0,78.92835641,2.769416014,0,0,0.331125828,0.240818784,0.713387375
2.132609539,0.736719659,0.019387359,0,0,3.354013183,33.03606049,0,51.02753005,0.387747189,0,0,0.988755332,0.213260954,8.103916247
3.29841676,0.655685271,0.019990405,0.003998081,0,0,0,0,5.869182792,67.64752919,0.031984647,5.977130977,0.127938589,8.383975692,7.9841676
3.908484271,1.954242135,0.524308866,0,2.764537655,0,3.098188751,0,24.69018112,36.84461392,0,0.095328885,0.142993327,3.241182078,1.928909378
19.36416185,28.61271676,23.69942197,3.179190751,0,0,0,0,0,0,0.289017341,0,0.867052023,1.445086705,11.37897782
11.83607441,1.842365417,0.431383122,0.008987148,0,0.026961445,0,0,1.366046553,59.37808933,1.024534915,2.552350139,0.790869057,2.336658578,13.22112296
10.56701031,25,26.93298969,1.288659794,0,0,0,0,0.128865979,0.515463918,0,0.644329897,2.963917526,4.381443299,22.26600985
0.74138339,0.181402319,0.141967032,0.003943529,0.027604701,0,0,0,3.091726477,27.43907248,0,26.82388201,0.102531745,19.94636801,21.50011831
3.208685163,0.858866104,0.164053076,0.525934861,0.120627262,0.067551267,0,0,0.048250905,44.24607961,1.326899879,5.669481303,11.54161641,7.034981906,0.117048563
6.9,0.44,0.26,0,0.01,0,0,0,0,25.03,0.08,49.41,0.29,2.93,4.01
5.470852018,13.1838565,10.58295964,3.408071749,0.089686099,0,0,0,0,0,0.089686099,1.883408072,0.179372197,0.269058296,64.84304933
12.91372762,6.981370953,3.924760354,2.73105444,0.117561946,0.072345813,0,0.009043227,0.271296799,8.030385241,2.586362814,48.13709532,0.470247784,1.293181407,5.678832933
7.361587457,11.88143067,10.37481627,2.302792749,0,0.142903805,0.016331863,0,1.073820023,15.55609995,2.911154663,14.36387392,0.269475747,1.077902989,18.38485516
0,0,0,0,0.614250614,5.528255528,68.67321867,0.982800983,9.705159705,0.368550369,0,0,3.562653563,0.982800983,9.582309582
17.00869565,47.46956522,23.7826087,3.417391304,0,0,0,0,0,0.07826087,0.652173913,0.391304348,0.191304348,0.043478261,6.965217391
6.924556529,3.563795683,1.164778799,0.08014533,0.010686044,0.032058132,0,0.005343022,0.491558025,16.34964736,3.205813208,47.47809361,0.737337038,2.489848258,17.6910828
1.151877133,0.874573379,1.983788396,1.130546075,0,0,0.021331058,0,0,25.31996587,10.94283276,0,0.533276451,2.410409556,10.77857231
0,0,0,0,0,0.711743772,61.20996441,0,4.982206406,9.252669039,0,0,0,0,23.84341637
8.439490446,3.821656051,0,0,0,0,7.643312102,0,34.07643312,0,0,0,2.547770701,0.636942675,5.049881724
6.481481481,16.66666667,26.11111111,8.518518519,0,0,0,0,0,25.37037037,0,0,1.296296296,0.185185185,15.37037037
0,0,0,0,0,0,88.18897638,0,0,0,0,0,0,0,11.81102362
0,0,0,0,0,0,0,0,0,0,12.5,9.375,0,0,78.125
0,0.452488688,0,0,0,0,0,0,6.334841629,0.452488688,0.452488688,57.91855204,2.262443439,26.69683258,5.429864253
0,0,0,0,0,0,3.155339806,0,9.223300971,13.34951456,0,0,1.941747573,23.54368932,48.78640777
14.36100132,19.89459816,5.138339921,1.054018445,0,0,0.658761528,0,0.131752306,8.168642951,0,0,7.641633729,7.641633729,35.30961792
16.2094175,48.15659146,21.57849226,3.285905196,0.117915258,0,0,0,1.124125462,1.980976338,0,0,0.275135603,0.605298326,6.666142599
0,0,0,0,0.900900901,16.89189189,38.06306306,22.2972973,0,14.18918919,0,0,4.054054054,3.603603604,6.786964719
7.391826923,17.80849359,21.07371795,9.415064103,0.420673077,0.300480769,0.360576923,0.260416667,0.260416667,13.62179487,13.62179487,9.074519231,0.240384615,1.061698718,5.735518293
1.428571429,10,3.80952381,0.952380952,0,0,0,0,24.28571429,4.761904762,0,0.476190476,4.761904762,2.380952381,47.14285714
2.585438336,0.29717682,0.14858841,0.029717682,0.059435364,46.71619614,5.170876672,19.6731055,0,0.534918276,4.814264487,0,1.753343239,0.237741456,5.14399283
2.94599018,0.122749591,0,0,0,25,2.741407529,36.12929624,0,0.081833061,0,0,3.027823241,0.245499182,10.37439268
12.0452461,2.262305105,0.366860287,0,0,25.64964843,0.703148884,21.58361357,0,0.550290431,0.825435647,0,2.384591868,0.030571691,33.59828799
4.296147787,6.594586854,3.336674782,0.229127882,0.486896749,21.74566805,4.933409709,14.67850494,0.608620937,1.718459115,3.322354289,3.279392811,8.850064442,0.257768867,4.716464189
16.5709598,16.44790812,21.20590648,9.392945037,0.410172272,19.52420016,0.041017227,2.214930271,0,0.4511895,0.4511895,0,2.625102543,0.164068909,3.05251174
7.913413769,9.86515259,20.47551455,6.706884315,0.727466288,24.50319375,0.283889283,2.64371895,0,1.383960256,1.419446416,0.01774308,6.777856636,2.430801987,7.796664091
12.94326241,5.260047281,0.827423168,0,0,18.02600473,5.437352246,20.62647754,0,0.709219858,2.895981087,0,9.278959811,0.354609929,1.332844356
12.51336898,14.97326203,20.21390374,3.315508021,0.320855615,16.25668449,0,0.748663102,0,0.427807487,3.101604278,0,1.604278075,0.106951872,1.954559114
0.404040404,2.222222222,0.303030303,0,0,59.49494949,0.404040404,5.151515152,0,0.101010101,9.797979798,1.414141414,3.232323232,0.101010101,17.37373737
7.741691843,1.359516616,0.188821752,0,0,44.33534743,0.03776435,2.719033233,0.075528701,0.604229607,5.060422961,5.589123867,21.67673716,8.648036254,1.15881459
6.922485543,3.874051543,0.93759401,0.040110974,0.106962597,45.870241,0.727011398,18.19199786,0.095263563,0.372697797,1.831734465,1.074639837,0.670187519,0.015041615,2.714957227
4.186569261,3.04860916,0.744591177,0.02809778,0.01404889,41.24754144,2.233773532,4.523742624,0.01404889,1.05366676,17.518966,3.554369205,10.38212981,0.295026693,7.539775845
3.313253012,0.301204819,0,0,0,76.35542169,0.451807229,2.03313253,0,0.451807229,0,0,2.108433735,1.656626506,1.885175664
7.734604106,2.675953079,0.25659824,0,0,64.47947214,0.513196481,3.66568915,0,0.659824047,0.293255132,0,8.174486804,0.329912023,3.468301339
9.102730819,3.966189857,0.260078023,0.021673169,0,57.06545297,0.368443866,8.647594278,0.065019506,0.281751192,5.916775033,2.297355873,2.102297356,0.498482878,9.40615518
6.310562016,4.251453488,0.775193798,0.012112403,0.096899225,53.22189922,0.072674419,5.54748062,0.072674419,0.35125969,4.953972868,0.968992248,5.414244186,2.507267442,15.44331395
5.585424134,9.617682198,6.033452808,0.119474313,0,33.57228196,2.867383513,25.50776583,0.089605735,0.806451613,0.50776583,0,6.212664277,0.17921147,8.90083632
3.476371537,0.434546442,0,0.054318305,0,59.09831613,0.92341119,6.952743074,0,0.108636611,4.997284085,1.086366105,3.204780011,0.054318305,19.6089082
12.20238095,11.30952381,1.785714286,0,0,35.11904762,0.595238095,8.630952381,0,0,2.976190476,0.297619048,18.75,0,6.454388985
31.29770992,6.106870229,1.526717557,0,0,39.3129771,0,13.74045802,0,0,0.381679389,0,3.053435115,0,0.330542089
6.441850411,3.73973195,0.886294855,0.021616948,0.302637268,33.16039775,5.966277562,29.72330307,0.151318634,1.167315175,2.269779507,0,14.5049719,0.021616948,1.079675309
3.745687531,0.295712173,0.098570724,0,0,56.23459832,0.049285362,10.64563825,0,0.246426811,0.049285362,0,6.062099556,0.295712173,22.27698374
16.75659472,19.60431655,6.894484412,0.419664269,0.18735012,2.95263789,0.577038369,6.205035971,0.104916067,0.224820144,0.17236211,32.72631894,6.886990408,0.202338129,3.978831831
5.952210617,2.897410216,1.237659179,0.128773787,0,13.34239519,0.021462298,0.636714838,0.350550866,0.121619688,1.194734583,54.61439405,14.42981829,0.329088568,2.847984673
17.66063871,22.54713351,15.1596768,5.425163524,0,0.884955752,0.038476337,2.539438245,0,0.076952674,0.192381685,21.3928434,4.424778761,0.192381685,0.67060598
15.77617785,22.79904004,27.16938234,13.24996842,0,5.115574081,0,0.454717696,0.214727801,0.101048377,0.025262094,1.427308324,4.686118479,0.151572565,1.089667997
12.60956903,13.69612856,3.990138787,0.200876552,0.009130752,25.958729,2.145726808,9.030314098,1.040905771,0.255661066,4.674945215,10.50036523,7.350255661,0.493060628,8.044192841
6.467338317,3.119922002,0.454988625,0.032499188,0,8.25479363,0,0.714982125,0.7799805,0.097497563,0.714982125,66.59083523,4.777380565,0.162495938,1.005541426
4.651162791,2.07641196,0.124584718,0,0,7.848837209,0.041528239,0.456810631,0,0.083056478,0,65.49003322,10.1744186,0,1.107890385
17.73612112,9.733237203,1.009372747,0,0,4.109589041,0.072098053,10.09372747,2.018745494,0.288392213,0.072098053,20.62004326,12.47296323,1.658255227,0.597203682
13.46938776,4.897959184,0,0,0,1.632653061,0,5.306122449,0,0,0,35.10204082,15.10204082,2.040816327,0.746369016
17.25222863,13.47666492,1.678028317,0,0,1.048767698,0.10487677,2.7792344,0.314630309,0.052438385,1.153644468,45.41164132,8.390141584,0.10487677,0.974891568
4.420921544,1.183063512,0.99626401,0,0,1.556662516,7.160647572,7.721046077,0,0,0,56.84931507,12.32876712,0.933997509,0.278830867
3.78,1.84,0.07,0,0,1.98,0.33,0.7,0,0,0,68.65,20.63,0.51,1.51
1.834862385,0,0,0,0,1.376146789,0,8.71559633,0,0,58.71559633,21.55963303,1.376146789,0.458715596,5.963302752
21.29221733,13.60744004,4.013705335,0.24473813,0,0,5.580029369,0,0.636319139,0.293685756,1.174743025,0,37.7875673,1.076847773,10.39025603
10.30169637,18.40508911,20.99527593,3.309534035,0.008052394,0,1.975520721,0.273781404,0.134206571,0.061735023,0.212046382,0,13.32939661,0.735452008,12.17963475
20.35483871,29.77419355,16.74193548,3.419354839,0,0,0.709677419,0.35483871,0.258064516,0.387096774,0.774193548,0,5.64516129,2.967741935,5.857702469
14.17857447,20.37442118,11.8292094,2.105053834,0.355103548,0.01704497,2.232891111,0.468736684,1.70733786,0.553961535,13.5308656,1.329507684,1.755631942,2.909008267,12.63468592
6.761044667,3.453746644,0.500366122,0.024408103,0.048816207,0.109836466,2.391994142,0.183060776,1.81840371,0.56138638,16.62191848,13.88821089,4.051745179,2.611667073,4.380895164
17.75061772,8.651017767,2.967996235,0.347099659,0.25591246,0.022061419,6.44781739,3.279797623,1.93993411,1.625191199,17.62560301,3.179785857,17.8388634,6.425755971,11.64254618
10.14492754,35.99686643,27.30121426,21.69996083,0,0,0,0,0.039169604,0.195848022,0,0,0,0.078339209,4.543674109
4.092459265,24.19098143,32.65630921,11.49677908,0.007578628,0,2.455475559,0.037893141,0.409245926,0.242516105,0.007578628,0,2.091701402,1.242895036,7.428692062
26.0365177,31.74619187,13.42681328,5.376777968,0.030263291,0,1.42237466,0.423686069,0.131140926,0.474124887,1.805709674,0.010087764,4.872389791,1.099566226,13.1443559
7.90409129,4.064120271,1.935834447,0.523014921,0.095093622,0,2.567527792,0.167545905,0.726786968,0.536599724,12.34858605,3.993932121,20.9522947,3.692802318,14.0011982
7.760126424,4.967265123,1.813785483,0.420622379,0.430127969,0.300020199,4.682691508,0.747971151,3.610936182,1.847055049,9.789569991,19.33199463,12.54381483,6.668765818,24.78503782
7.493798,3.249025726,1.274436794,0.498672795,0.553268671,0.020330682,18.51234232,0.395420343,2.645958306,1.330631713,19.58575664,1.119329681,16.17088738,8.790164519,20.72444071
12.78138115,8.088515834,8.088515834,0.445122727,0.152613506,0,3.014116749,0.52142948,0.750349739,1.309932596,15.18504388,1.208190258,25.85527152,3.866208826,23.49881797
2.65,0.97,0.2,0.06,0.07,0.04,17.39,0.09,3.22,1.86,10.27,0.89,25.72,3.57,7.16
4.271065287,1.429613967,0.215190584,0.034617616,0.050523007,0.011227335,32.36934189,2.310024139,2.377388148,2.653393462,0.224546696,0.49213151,20.85383881,0.927190734,1.915493972
7.61323584,4.960268921,2.235722634,0.499696467,0.421321591,0.020839563,2.587276994,0.82769306,1.606005418,0.733008961,6.361956019,0.705826923,6.333414879,1.265776908,39.82412718
31.33402275,8.927955877,1.930368838,0,0.344708721,0,9.61737332,0.241296105,3.033436746,1.13753878,4.825922096,0,13.99517408,2.654257153,17.44249726
13.43089815,8.214327865,5.606042724,1.929658917,0.076714269,0,1.239230497,0.100318659,1.091703057,2.443054408,10.8285141,11.23568984,22.79003895,2.502065384,22.16026843
22.90248704,18.66693257,7.733232119,1.763313305,0.062401091,0.005146482,10.38109697,0.261827258,0.569329542,0.334521313,1.177257697,0.003859861,6.182854496,3.351646231,4.552032187
25.87635437,17.14467814,4.015296367,0,0.063734863,0,1.784576163,0,0,8.922880816,18.16443595,0.382409178,2.294455067,0.828553219,20.52262588
0.337511956,0.375344672,0.182871748,0.077585668,0.081998123,2.86E-04,0.012910517,6.95E-04,0.018507798,0.148634366,0.297391299,23.06549595,2.892282575,11.22618449,17.18674905
1.136363636,0,0,0,0,0,0,0,0.568181818,2.840909091,82.38636364,0,0.568181818,7.386363636,5.113636364
32.35294118,12.35294118,7.647058824,0,0,0,5.882352941,0,0,0,2.352941176,0,2.941176471,1.176470588,35.29411765
0.392366685,2.068842518,0.51721063,0,0.196183342,0.142678794,15.1596219,4.084180489,50.02675227,1.444622793,1.248439451,9.327626182,7.009095773,1.480292492,6.902086677
0.244007464,0.204535668,0.154298837,0.033192192,0.05292809,0.143533802,5.242572126,1.69280178,4.952813263,1.088165638,16.14217023,0.058310607,28.44929668,14.16947754,11.6649858
15.50687859,9.135835448,3.686389742,2.764792307,2.377454254,0,2.137037532,0.854815013,1.028449312,0.654467744,7.519700815,0.280486176,15.81407773,21.59743555,11.52918519
8.464100173,7.185293726,3.811109631,1.420007993,0.343679233,0,1.962168643,0.097242574,0.937791395,0.603436792,15.00599441,21.27081391,25.23911016,3.804449181,9.725047575
6.28742515,1.646706587,0.187125749,0,1.347305389,0.299401198,29.60329341,0,24.7754491,19.61077844,0,0,8.907185629,2.282934132,5.868139455
16.95124969,13.0413264,10.64093046,3.934669636,0.173224449,0,1.583766394,0,2.548874041,5.468943331,1.361049245,30.06681514,6.706260827,1.954961643,5.567928731
38.24,21.76,4.9,0,0.2,0,0.59,0,0,0,0,0,26.67,0.59,7.06
3.336809176,23.35766423,53.18039625,10.32325339,0.104275287,0,0,0,0,0,0,0,0,0.417101147,9.280500521
7.415254237,2.966101695,2.542372881,1.271186441,4.872881356,0,0,0,0.63559322,1.271186441,0,0,36.01694915,33.47457627,9.533898305
33.68983957,5.882352941,0,0,0,0,36.89839572,0,1.069518717,3.743315508,0,0,13.36898396,1.069518717,4.278074866
20.65217391,45.49689441,12.26708075,2.01863354,0,0,0.155279503,0,0,1.397515528,0.621118012,0,6.366459627,6.98757764,1.767068273
0.27,0,0,0,0,0.54,47.98,0,1.34,9.27,0.67,16.26,17.74,0.4,5.51
15.41353383,12.40601504,22.93233083,3.383458647,0.751879699,0,0.751879699,0,0,0,0,0,21.9924812,5.07518797,17.29323308
1.708074534,14.44099379,2.173913043,0,0.931677019,8.540372671,33.07453416,2.173913043,1.086956522,1.242236025,23.44720497,0,0,0,11.18012422
32.95925836,12.05171993,0.878262991,0.073188583,0,18.24835326,12.1980971,2.000487924,0.048792388,2.537204196,9.709685289,0,1.21980971,0.097584777,2.012352033
11.62988115,11.03565365,0.509337861,0,0,0.594227504,4.41426146,2.46179966,4.584040747,3.056027165,3.395585739,22.49575552,27.84380306,3.650254669,2.661207779
3.225806452,0.999298738,0.245441795,0,0.105189341,0,20.86255259,1.034361851,0,1.560308555,0.035063114,22.17741935,37.76297335,0.859046283,1.798958575
